Resolver IP,Last Event Date,Attempted Rankings,Successful Rankings,Top 10 Count,Top 25 Count,Top 50 Count,Top 75 Count,Top 100 Count,Top 200 Count
63.240.76.198,2020-01-31,727902,1766,84,153,213,210,222,884
63.245.32.11,2020-01-30,727902,1751,91,137,230,224,210,859
63.246.63.142,2020-01-30,727902,87003,519,2555,9445,10076,10021,54387
63.246.64.8,2020-01-31,727902,6849,100,161,408,763,1567,3850
63.246.64.9,2020-01-31,727902,6850,104,167,378,727,1654,3820
63.247.192.19,2020-01-31,727902,4868,397,386,373,425,467,2820
63.249.32.22,2020-01-29,727902,20763,426,1102,3094,3419,2293,10429
63.251.129.1,2020-01-31,727902,323225,3285,7212,20748,33308,36930,221742
63.251.161.1,2020-01-31,727902,168255,5657,9421,7272,21206,24137,100562
63.251.161.33,2020-01-31,727902,168237,5564,9486,7207,21450,24240,100290
64.0.55.201,2020-01-30,727902,55931,603,2980,8438,8281,7605,28024
64.13.0.5,2020-01-31,727902,22648,235,481,2577,2553,2198,14604
64.13.24.5,2020-01-31,727902,35759,616,533,1953,3397,4169,25091
64.13.32.5,2020-01-31,727902,36334,186,679,2576,5540,5345,22008
64.13.36.5,2020-01-28,727902,2291,178,154,229,285,265,1180
64.13.40.5,2020-01-30,727902,1806,82,124,230,230,235,905
64.13.48.12,2020-01-30,727902,100551,7095,4500,4355,10375,13908,60318
64.13.50.100,2020-01-31,727902,12396,1499,1125,1303,631,724,7114
64.13.64.5,2020-01-29,727902,1832,74,151,252,212,231,912
64.15.64.91,2020-01-31,727902,16711,649,614,1537,1485,1745,10681
64.19.76.8,2020-01-31,727902,7860,101,198,394,556,1193,5418
64.19.76.10,2020-01-31,727902,6162,93,153,344,397,537,4638
64.20.26.17,2020-01-30,727902,30756,203,606,2904,3342,3174,20527
64.20.26.145,2020-01-29,727902,26127,179,418,2148,2947,2765,17670
64.21.232.2,2020-01-30,727902,4054,123,176,308,382,506,2559
64.30.60.2,2020-01-29,727902,2065,79,128,225,227,275,1131
64.30.215.129,2020-01-31,727902,31532,471,1800,5270,3710,4571,15710
64.31.84.1,2020-01-30,727902,1717,88,114,208,199,230,878
64.31.133.194,2020-01-31,727902,1662,88,125,199,197,198,855
64.37.182.132,2020-01-31,727902,6396,174,426,1141,862,849,2944
64.37.182.133,2020-01-31,727902,6283,160,449,1031,884,823,2936
64.39.212.138,2020-01-29,727902,11283,472,267,408,556,969,8611
64.39.212.139,2020-01-29,727902,11291,489,274,413,579,947,8589
64.46.64.254,2020-01-31,727902,1703,91,140,215,214,211,832
64.55.144.10,2020-01-31,727902,1714,83,109,202,218,234,868
64.56.129.2,2020-01-31,727902,65202,489,1074,2349,4420,6851,50019
64.58.4.2,2020-01-31,727902,28103,1949,555,913,1946,2813,19927
64.58.15.2,2020-01-31,727902,30302,2178,455,1100,2182,3477,20910
64.59.135.133,2020-01-31,727902,5179,1715,403,1262,526,390,883
64.59.135.143,2020-01-31,727902,5195,1689,391,1267,566,404,878
64.59.135.145,2020-01-31,727902,5291,1714,433,1277,553,377,937
64.59.144.16,2020-01-31,727902,5227,1944,1144,481,347,295,1016
64.59.144.17,2020-01-31,727902,5197,1889,1159,467,331,268,1083
64.59.144.18,2020-01-31,727902,5245,1893,1176,489,369,290,1028
64.59.144.92,2020-01-31,727902,5239,1848,1254,481,322,303,1031
64.59.160.13,2020-01-31,727902,5203,631,2105,669,333,381,1084
64.59.168.13,2020-01-31,727902,5213,928,1052,1341,559,335,998
64.59.176.13,2020-01-31,727902,5236,712,899,827,893,483,1422
64.59.184.13,2020-01-31,727902,5243,1611,348,1382,551,417,934
64.61.99.2,2020-01-30,727902,56515,342,1216,4066,7756,8614,34521
64.65.64.17,2020-01-30,727902,1757,93,132,237,219,188,888
64.68.200.200,2020-01-31,727902,32521,2452,2316,1874,2577,3255,20047
64.69.67.228,2020-01-29,727902,1742,83,132,231,223,212,861
64.69.71.11,2020-01-31,727902,1702,81,120,202,232,214,853
64.69.98.35,2020-01-31,727902,32204,740,1623,2407,3420,3815,20199
64.69.100.68,2020-01-31,727902,28418,643,1423,2070,2959,3443,17880
64.71.255.198,2020-01-31,727902,5869,2477,798,354,296,287,1657
64.72.224.34,2020-01-29,727902,34174,1094,1428,2325,2649,3217,23461
64.75.176.66,2020-01-31,727902,1691,100,140,188,198,215,850
64.79.200.111,2020-01-31,727902,1703,88,128,208,221,234,824
64.79.200.113,2020-01-31,727902,1675,75,141,217,204,197,841
64.80.203.194,2020-01-31,727902,136441,1003,2352,6584,13634,20455,92413
64.80.255.240,2020-01-31,727902,137594,1083,3074,7847,12913,18793,93884
64.80.255.251,2020-01-31,727902,123930,1023,2963,7499,11567,16433,84445
64.81.45.2,2020-01-31,727902,70593,1629,4384,9624,11016,8959,34981
64.81.79.2,2020-01-31,727902,84084,2102,4521,15163,17856,9490,34952
64.81.111.2,2020-01-29,727902,6207,409,546,617,928,741,2966
64.81.127.2,2020-01-31,727902,151882,3611,9719,18245,17381,21954,80972
64.81.159.2,2020-01-31,727902,184873,7298,15235,22625,23786,27001,88928
64.85.177.10,2020-01-31,727902,61783,310,1641,7007,6683,7261,38881
64.85.177.11,2020-01-28,727902,60849,302,1528,6672,6707,7196,38444
64.85.239.20,2020-01-31,727902,8779,180,454,1146,1052,1301,4646
64.90.209.53,2020-01-31,727902,11867,133,195,435,706,1177,9221
64.91.3.60,2020-01-31,727902,43759,645,740,2062,3873,4939,31500
64.91.89.2,2020-01-31,727902,39081,273,1180,3947,3552,4103,26026
64.91.92.22,2020-01-29,727902,50286,474,2326,5546,4183,5722,32035
64.94.1.1,2020-01-31,727902,335290,11812,26108,38294,34164,33640,191272
64.94.33.1,2020-01-31,727902,332576,12144,20581,30200,33463,43346,192842
64.94.33.33,2020-01-31,727902,332518,12467,20514,30011,33519,43050,192957
64.102.255.43,2020-01-31,727902,21754,1262,568,1456,2261,2324,13883
64.102.255.44,2020-01-31,727902,20752,1214,532,1461,2135,2220,13190
64.105.97.90,2020-01-31,727902,129292,2923,7311,11563,10775,19627,77093
64.105.156.138,2020-01-31,727902,68170,935,606,4376,13764,11969,36520
64.105.159.250,2020-01-31,727902,145787,1308,4368,22960,28951,24645,63555
64.105.163.106,2020-01-31,727902,51909,3494,3733,2707,8990,7818,25167
64.105.172.26,2020-01-31,727902,37878,1152,2695,8133,8472,5843,11583
64.105.179.138,2020-01-31,727902,94967,1074,1761,11805,13381,12962,53984
64.105.189.26,2020-01-31,727902,164089,7838,15095,20787,19498,25696,75175
64.105.199.74,2020-01-31,727902,135852,1665,6651,19164,26360,22122,59890
64.105.199.76,2020-01-30,727902,137522,1782,6878,19457,27299,22316,59790
64.105.202.138,2020-01-31,727902,121153,3587,7167,11718,15217,17577,65887
64.119.60.5,2020-01-31,727902,281525,1062,2857,18719,29073,33707,196107
64.119.60.9,2020-01-31,727902,273113,955,2669,17766,28120,32875,190728
64.119.104.3,2020-01-29,727902,1755,86,131,223,215,239,861
64.119.104.130,2020-01-31,727902,1678,71,126,235,199,205,842
64.126.133.1,2020-01-31,727902,14630,129,442,1835,1445,1635,9144
64.126.155.1,2020-01-31,727902,9396,122,251,1134,1024,967,5898
64.127.100.11,2020-01-30,727902,26260,342,912,2802,3960,6002,12242
64.128.144.5,2020-01-31,727902,6988,78,179,434,865,761,4671
64.129.67.100,2020-01-31,727902,1678,87,125,197,207,219,843
64.129.67.101,2020-01-30,727902,2498,144,155,226,229,280,1464
64.129.67.102,2020-01-29,727902,1803,98,150,244,217,232,862
64.129.67.103,2020-01-29,727902,1787,98,131,213,223,230,892
64.129.67.104,2020-01-31,727902,1658,82,116,198,202,197,863
64.129.67.105,2020-01-31,727902,1659,84,117,189,215,197,857
64.130.108.18,2020-01-31,727902,9676,162,377,950,1228,1129,5830
64.131.31.2,2020-01-31,727902,1736,94,148,198,213,245,838
64.135.2.250,2020-01-31,727902,42374,2831,5899,5100,4225,4388,19931
64.136.44.73,2020-01-31,727902,340909,3790,14223,42930,53857,42083,184026
64.136.52.73,2020-01-31,727902,165329,1339,3008,15078,23181,21901,100822
64.136.164.77,2020-01-31,727902,29366,161,351,1080,1921,2910,22943
64.136.173.5,2020-01-31,727902,27206,182,300,965,1585,2629,21545
64.140.128.10,2020-01-31,727902,23935,143,316,1069,2447,3771,16189
64.140.128.11,2020-01-31,727902,19499,122,265,838,1801,3172,13301
64.140.192.60,2020-01-31,727902,31397,187,453,1006,1285,1928,26538
64.146.192.16,2020-01-31,727902,5044,162,459,723,666,527,2507
64.173.195.2,2020-01-30,727902,13802,154,224,501,790,1017,11116
64.184.32.2,2020-01-31,727902,19012,138,262,591,1092,2097,14832
64.186.192.2,2020-01-31,727902,14367,164,330,707,1041,1309,10816
64.187.29.134,2020-01-31,727902,218251,4947,4969,10050,23168,20910,154207
64.191.128.10,2020-01-30,727902,19157,410,287,701,1782,3736,12241
64.191.128.101,2020-01-31,727902,19229,429,312,705,1759,3654,12370
64.191.212.32,2020-01-30,727902,1689,68,118,222,201,207,873
64.192.0.10,2020-01-31,727902,27644,160,392,1736,3946,4283,17127
64.193.87.67,2020-01-31,727902,3731,90,144,259,265,338,2635
64.203.254.30,2020-01-30,727902,17972,185,458,2160,1785,1753,11631
64.207.238.250,2020-01-31,727902,34791,352,562,2774,4975,5519,20609
64.212.106.84,2020-01-31,727902,383796,24657,62077,86000,51704,36496,122862
64.215.98.148,2020-01-31,727902,337637,31110,76089,103865,48949,28397,49227
64.218.170.254,2020-01-22,727902,14365,121,292,1145,2194,2112,8501
64.222.84.243,2020-01-31,727902,16714,382,325,868,1400,1664,12075
64.222.165.243,2020-01-30,727902,19177,601,334,792,1092,1569,14789
64.222.212.243,2020-01-31,727902,19511,397,373,909,1438,1945,14449
64.233.128.10,2020-01-31,727902,22835,147,320,999,1716,3002,16651
64.233.128.11,2020-01-31,727902,22647,170,315,1015,1644,3072,16431
64.233.207.2,2020-01-31,727902,87938,1253,3477,12402,8466,7987,54353
64.233.207.16,2020-01-31,727902,94158,1541,4097,13534,8752,8528,57706
64.242.250.9,2020-01-31,727902,8036,317,735,1469,1041,973,3501
64.251.68.10,2020-01-31,727902,2677,92,174,301,312,482,1316
64.254.100.20,2020-01-31,727902,58846,1283,4424,8705,8371,8177,27886
64.255.237.240,2020-01-24,727902,7606,197,418,890,766,568,4767
64.255.237.241,2020-01-24,727902,7703,189,409,925,722,559,4899
64.255.237.246,2020-01-31,727902,7664,198,415,936,767,530,4818
64.255.237.247,2020-01-31,727902,7734,200,416,902,774,570,4872
64.255.245.10,2020-01-28,727902,1816,104,131,245,214,245,877
64.255.245.11,2020-01-31,727902,1764,92,128,222,208,202,912
65.24.0.171,2020-01-29,727664,1729,87,144,217,213,207,861
65.24.0.172,2020-01-30,727664,1787,82,140,210,221,249,885
65.32.3.74,2020-01-31,727902,1716,91,134,205,246,208,832
65.32.5.74,2020-01-31,727902,9983,2775,298,517,841,710,4842
65.32.5.111,2020-01-31,727902,12469,3234,316,690,1220,956,6053
65.32.5.112,2020-01-31,727902,12960,3308,331,789,1297,904,6331
65.38.1.2,2020-01-30,727902,19699,632,411,1255,1857,4538,11006
65.38.1.4,2020-01-30,727902,17355,598,393,843,1693,4115,9713
65.39.104.1,2020-01-29,727902,1638,75,117,200,201,233,812
65.39.196.215,2020-01-30,727902,1637,76,108,201,208,219,825
65.54.238.69,2020-01-30,727902,18322,758,1587,2181,3588,3288,6920
65.68.49.50,2020-01-31,727902,57436,1070,2994,7839,7570,7738,30225
65.68.49.51,2020-01-31,727902,57544,1381,3389,8222,7772,7802,28978
65.73.172.4,2020-01-31,727902,41745,193,427,1405,2832,4829,32059
65.74.130.5,2020-01-31,727902,151399,563,2412,16234,27937,17978,86275
65.74.130.6,2020-01-30,727902,69762,414,1372,7530,12927,9476,38043
65.74.141.197,2020-01-31,727902,1619,86,121,182,218,194,818
65.77.164.5,2020-01-28,727902,2361,85,132,248,268,260,1368
65.88.88.2,2020-01-28,727902,40164,1844,3612,6144,5852,5488,17224
65.90.11.8,2020-01-27,727902,14560,113,223,572,1106,3021,9525
65.112.145.66,2020-01-31,727902,4242,101,172,323,468,656,2522
65.114.168.20,2020-01-30,727902,1771,86,144,220,230,219,872
65.116.91.21,2020-01-31,727902,1670,67,137,206,214,215,831
65.117.136.3,2020-01-28,727902,1705,88,140,231,223,233,790
65.160.225.8,2020-01-24,727902,22538,160,343,1579,2972,3130,14354
65.162.184.33,2020-01-30,727902,1794,134,137,207,224,213,879
65.163.107.11,2020-01-31,727902,104864,725,586,2236,6008,8953,86356
65.174.123.164,2020-01-30,727902,1707,83,141,215,196,213,859
65.175.90.2,2020-01-31,727902,6084,123,167,506,1488,1204,2596
65.175.128.47,2020-01-28,727902,21509,320,386,1024,1485,2288,16006
65.175.128.240,2020-01-31,727902,19455,291,262,804,1217,1884,14997
65.182.32.146,2020-01-31,727902,5038,576,617,614,447,483,2301
65.182.169.10,2020-01-31,727902,1775,83,146,200,223,233,890
65.183.0.86,2020-01-29,727902,11406,329,522,1371,1451,1169,6564
65.183.98.90,2020-01-31,727902,215856,919,2748,16709,22416,24065,148999
65.196.203.13,2020-01-31,727902,6723,154,167,558,1442,1605,2797
65.196.203.193,2020-01-29,727902,2411,87,125,244,295,413,1247
65.196.203.194,2020-01-29,727902,2403,89,153,215,284,405,1257
65.204.194.12,2020-01-31,727902,1572,74,109,200,184,224,781
65.208.122.36,2020-01-31,727902,1796,129,151,226,218,216,856
65.208.122.70,2020-01-31,727902,1733,129,137,171,242,174,880
65.247.145.15,2020-01-31,727902,1641,84,134,188,191,213,831
65.255.98.252,2020-01-31,727902,16961,172,363,953,1440,2135,11898
66.3.192.66,2020-01-31,727902,20363,113,281,950,2018,3229,13772
66.6.65.5,2020-01-31,727902,26730,775,1614,2342,2750,2925,16324
66.7.142.78,2020-01-31,727902,65193,529,2550,8457,12981,11903,28773
66.7.160.122,2020-01-30,727902,129920,1967,6648,19033,24556,18931,58785
66.7.201.45,2020-01-30,727902,14968,1022,1929,2548,2059,1391,6019
66.8.94.93,2020-01-30,727902,1810,161,188,211,197,194,859
66.9.182.1,2020-01-29,727902,138102,2988,9575,16045,15859,18983,74652
66.18.32.2,2020-01-28,727902,33548,378,1297,5118,3353,3248,20154
66.18.32.3,2020-01-22,727902,33686,399,1267,5154,3289,3375,20202
66.18.176.162,2020-01-31,727902,3855,89,133,281,481,595,2276
66.28.0.45,2020-01-31,727902,519539,32933,72386,130275,108238,67717,107990
66.28.28.210,2020-01-31,727902,38412,985,2676,5360,3920,4966,20505
66.36.120.1,2020-01-31,727902,2788,82,243,290,284,298,1591
66.36.230.189,2020-01-29,727902,12222,151,389,1274,1846,2100,6462
66.36.250.14,2020-01-31,727902,1616,68,107,211,199,213,818
66.37.236.22,2020-01-30,727902,4390,187,155,324,356,556,2812
66.38.192.233,2020-01-31,727902,90367,402,2308,4075,7072,9109,67401
66.38.212.248,2020-01-30,727902,1590,78,113,202,212,205,780
66.44.144.10,2020-01-31,727902,6990,156,182,420,426,557,5249
66.49.220.95,2020-01-31,727902,16240,340,870,974,1667,1712,10677
66.51.128.240,2020-01-31,727902,30805,1310,3310,2480,1882,3433,18390
66.51.128.241,2020-01-31,727902,29944,1337,3213,2518,1686,3187,18003
66.51.205.100,2020-01-31,727902,100315,2690,6838,14690,14474,12077,49546
66.51.206.100,2020-01-31,727902,175196,3043,9643,21082,23287,21084,97057
66.51.206.102,2020-01-28,727902,1655,69,142,196,216,208,824
66.59.235.1,2020-01-28,727902,31659,415,1853,5149,3810,4619,15813
66.63.192.2,2020-01-30,727902,49728,497,592,3021,6649,7558,31411
66.71.191.35,2020-01-28,727902,3561,122,196,646,508,459,1630
66.75.160.38,2020-01-31,727902,24809,705,722,2816,2783,3082,14701
66.75.160.39,2020-01-31,727902,26443,720,781,3033,2900,3388,15621
66.75.164.5,2020-01-30,727664,1681,79,116,206,188,219,873
66.77.220.70,2020-01-30,727902,25034,765,2122,2666,4363,5164,9954
66.78.202.254,2020-01-31,727902,30819,188,763,2883,5415,3841,17729
66.80.130.18,2020-01-30,727902,83356,1094,4803,17390,18438,7796,33835
66.80.130.35,2020-01-31,727902,44726,904,1676,2324,3765,5627,30430
66.81.0.251,2020-01-31,727902,123870,561,1710,8090,17055,15276,81178
66.81.0.252,2020-01-31,727902,77130,358,1028,4391,9731,9797,51825
66.81.1.252,2020-01-30,727902,64186,358,1661,7983,10195,8487,35502
66.90.130.10,2020-01-31,727902,13506,306,311,762,1614,3069,7444
66.90.133.117,2020-01-30,727902,14699,321,315,791,1737,3325,8210
66.90.138.145,2020-01-31,727902,1800,174,175,218,213,208,812
66.92.64.2,2020-01-31,727902,152420,2381,6366,16378,21438,22542,83315
66.92.159.2,2020-01-31,727902,171354,1705,6524,22082,32349,30412,78282
66.92.224.2,2020-01-31,727902,169193,2420,8021,24773,27521,26916,79542
66.93.87.2,2020-01-31,727902,115652,3386,3945,9128,18223,14620,66350
66.94.9.120,2020-01-30,727902,1784,70,113,227,214,227,933
66.94.25.120,2020-01-31,727902,2157,95,102,211,220,218,1311
66.109.229.4,2020-01-31,727902,90663,934,1947,5161,10636,13389,58596
66.109.229.6,2020-01-31,727902,77323,794,1699,4403,8897,11328,50202
66.110.61.66,2020-01-31,727902,1505,72,115,196,176,196,750
66.111.113.7,2020-01-28,727902,4997,125,208,342,314,344,3664
66.111.113.8,2020-01-27,727902,4808,108,196,291,286,358,3569
66.112.11.87,2020-01-30,727902,36202,622,812,2041,4960,5839,21928
66.112.11.88,2020-01-30,727902,36495,627,763,2087,4802,5933,22283
66.115.210.4,2020-01-30,727902,1683,90,105,203,221,226,838
66.115.210.5,2020-01-30,727902,1680,98,120,199,220,206,837
66.117.136.5,2020-01-30,727902,1638,64,128,205,196,195,850
66.117.136.6,2020-01-31,727902,1778,90,138,234,250,216,850
66.118.80.4,2020-01-31,727902,132307,1172,1217,5562,14530,21379,88447
66.118.80.5,2020-01-31,727902,114092,1148,1151,5104,14041,19667,72981
66.119.93.4,2020-01-31,727902,48563,525,2577,7284,5030,4679,28468
66.119.95.4,2020-01-30,727902,7858,190,688,1459,1110,870,3541
66.119.189.138,2020-01-31,727902,11287,701,1355,1264,640,826,6501
66.128.32.68,2020-01-30,727902,1672,82,128,197,209,213,843
66.128.32.70,2020-01-30,727902,1800,120,137,221,224,212,886
66.128.32.82,2020-01-31,727902,1677,68,128,199,212,197,873
66.128.240.7,2020-01-30,727902,7185,123,254,753,923,665,4467
66.128.240.8,2020-01-31,727902,7264,116,265,774,951,659,4499
66.129.161.251,2020-01-31,727902,6221,219,921,611,656,802,3012
66.133.111.200,2020-01-31,727902,23586,522,794,817,1155,2135,18163
66.133.150.12,2020-01-31,727902,47235,247,532,2926,5884,6295,31351
66.133.170.2,2020-01-31,727902,41330,249,361,1160,2385,4787,32388
66.135.16.4,2020-01-30,727902,6456,96,120,307,419,625,4889
66.146.160.13,2020-01-30,727902,21658,341,472,2259,3622,2271,12693
66.151.145.1,2020-01-31,727902,190046,3308,8163,26188,28868,22071,101448
66.153.50.66,2020-01-31,727902,74328,896,2275,4997,6328,8566,51266
66.153.128.98,2020-01-30,727902,1730,132,115,220,215,184,864
66.158.128.11,2020-01-31,727902,2908,130,163,253,322,393,1647
66.158.128.131,2020-01-30,727902,2897,125,152,283,305,363,1669
66.163.0.161,2020-01-31,727902,328937,9599,7940,13227,28595,31347,238229
66.163.0.173,2020-01-31,727902,330326,9690,7796,13427,28825,31689,238899
66.165.46.82,2020-01-28,727902,1644,84,112,222,223,220,783
66.165.160.179,2020-01-29,727902,11266,1256,2285,1385,1192,1185,3963
66.165.160.180,2020-01-28,727902,11357,1236,2382,1432,1209,1198,3900
66.169.79.202,2020-01-28,727902,2069,84,177,241,315,260,992
66.175.131.32,2020-01-30,727902,1760,89,123,230,209,232,877
66.178.152.10,2020-01-30,727902,117913,834,5463,5246,13707,16336,76327
66.178.167.3,2020-01-23,727902,89499,300,1472,4438,6585,15083,61621
66.179.12.115,2020-01-28,727902,50007,598,2975,5575,4723,5354,30782
66.182.128.1,2020-01-31,727902,1945,84,141,258,236,226,1000
66.182.208.5,2020-01-31,727902,271840,1900,7662,26152,30358,41390,164378
66.187.16.5,2020-01-31,727902,5059,148,215,444,563,636,3053
66.187.16.6,2020-01-31,727902,3866,125,156,344,461,547,2233
66.189.0.5,2020-01-31,727902,16231,1098,252,487,1158,1625,11611
66.189.0.29,2020-01-31,727902,15410,1062,237,492,1142,1531,10946
66.189.0.30,2020-01-31,727902,16206,1109,252,498,1184,1595,11568
66.189.130.5,2020-01-26,727902,1896,100,109,209,207,252,1019
66.189.132.4,2020-01-31,727902,2468,82,142,277,285,294,1388
66.193.182.139,2020-01-28,727902,16687,172,213,618,1438,2795,11451
66.195.129.11,2020-01-31,727902,30443,253,1215,7082,5090,2614,14189
66.199.112.2,2020-01-27,727902,1614,79,124,210,195,198,808
66.199.228.254,2020-01-30,727902,9357,226,645,1515,1411,1237,4323
66.203.66.203,2020-01-24,727902,237830,2075,4731,13513,24943,30733,161835
66.203.72.10,2020-01-31,727902,160094,1078,2829,8216,16011,20156,111804
66.209.10.201,2020-01-31,727902,1715,83,147,205,207,222,851
66.209.10.202,2020-01-31,727902,1586,76,111,190,197,212,800
66.209.96.106,2020-01-30,727902,90735,1257,5152,12077,11173,10288,50788
66.209.192.5,2020-01-30,727902,20072,129,510,1541,4317,4395,9180
